H01|010201|602474|2019-08-31|LBBPRK|1000|0|
D01|001|2101010000|496283159
D01|001|2101020000|0
D01|001|2101030000|912577319
D01|001|2101040000|0
D01|001|2101050000|0
D01|001|2101060000|0
D01|001|2101070000|0
D01|001|2101990000|41429265
D01|002|2101010000|56361302
D01|002|2101020000|0
D01|002|2101030000|109633584
D01|002|2101040000|0
D01|002|2101050000|0
D01|002|2101060000|0
D01|002|2101070000|0
D01|002|2101990000|12601562
D01|003|2101010000|63365414
D01|003|2101020000|0
D01|003|2101030000|99998330
D01|003|2101040000|0
D01|003|2101050000|0
D01|003|2101060000|0
D01|003|2101070000|0
D01|003|2101990000|6760875
